,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
2156,2156,21427,nm0000022,tt0026752,La tragedia del Bounty,7.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['tyrann', 'ship', 'captain', 'take', 'reluct', 'crew', 'two-year', 'voyag', 'chang', 'british', 'maritim', 'law', 'forev']","['charleslaughton', 'clarkgabl', 'franchotton', 'herbertmundin', 'eddiequillan', 'dudleydigg', 'donaldcrisp', 'henrystephenson', 'francislist', 'springbyington', 'movita', 'mamoclark', 'byronrussel', 'percywaram', 'davidtorr']",52
2884,2884,28817,nm0001124,tt0029950,I filibustieri,6.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['semi-fict', 'account', 'pirat', 'jean', 'lafitt', ""'s"", 'involv', 'war']","['fredricmarch', 'franciskaga', 'akimtamiroff', 'margotgraham', 'walterbrennan', 'iankeith', 'anthonyquinn', 'douglassdumbril', 'beulahbondi', 'robertbarrat', 'fredkohl', 'hughsothern', 'johnrog', 'hanssteink', 'stanleyandrew']",52
3441,3441,34458,nm0000055,tt0032281,La grande missione,6.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['assassin', 'mormon', 'leader', 'joseph', 'smith', 'angri', 'mob', 'illinoi', 'mormon', 'choos', 'brigham', 'young', 'new', 'leader', 'follow', 'new', 'promis', 'land', 'utah']","['tyronepow', 'lindadarnel', 'deanjagg', 'briandonlevi', 'janedarwel', 'johncarradin', 'maryastor', 'vincentpric', 'jeanrog', 'anne.todd', 'willardrobertson', 'moroniolsen', 'marclawr', 'stanleyandrew', 'frankm.thoma']",52
3627,3627,36385,nm0000014,tt0033021,I pascoli dell'odio,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['jeb', 'stuart', 'georg', 'custer', 'graduat', 'west', 'point', 'post', 'kansa', 'help', 'pacifi', 'territori', 'railroad', 'construct', 'santa', 'fe', 'resum']","['errolflynn', 'oliviadehavilland', 'raymondmassey', 'ronaldreagan', 'alanhal', 'williamlundigan', 'vanheflin', 'genereynold', ""henryo'neil"", ""guinn'bigboy'william"", 'alanbaxt', 'johnlitel', 'moroniolsen', 'davidbruc', 'hobartcavanaugh']",52
4075,4075,40996,nm0000057,tt0034734,Il primo dei pochi,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['aircraft', 'designer/patriot', 'r.', 'j.', 'mitchel', 'alarm', 'grow', 'german', 'militar', 'work', 'perfect', 'defens', 'german', 'messerschmidt', 'cost', 'health']","['lesliehoward', 'davidniven', 'rosamundjohn', 'rolandculv', 'annefirth', 'davidhorn', 'j.h.robert', 'derrickdemarney', 'rosalynboult', 'herbertcameron', 'toniedgar-bruc', 'gordonmcleod', 'georgeskillan', 'erikfreund', 'fritzwendhausen']",52
4550,4550,45900,nm0000070,tt0036582,Il pilota del Mississippi,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['dramat', 'life', 'immort', 'humorist', 'samuel', 'langhorn', 'clemen', 'better', 'known', 'mark', 'twain', 'day', 'riverboat', 'pilot', 'mississippi', 'river', 'death', 'shortli', 'halley', ""'s"", 'comet', 'return']","['fredricmarch', 'alexissmith', 'donaldcrisp', 'alanhal', 'c.aubreysmith', 'johncarradin', 'williamhenri', 'robertbarrat', 'walterhampden', 'joycereynold', 'whitfordkan', 'percykilbrid', 'nanabry']",52
4851,4851,48944,nm0000068,tt0037576,Capitan Kidd,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['unhistor', 'adventur', 'pirat', 'captain', 'kidd', 'revolv', 'around', 'treasur', 'treacheri']","['charleslaughton', 'randolphscott', 'barbarabritton', 'reginaldowen', 'johncarradin', 'gilbertroland', 'johnqualen', 'sheldonleonard', 'williamfarnum', 'henrydaniel']",52
5561,5561,56215,nm0000067,tt0039852,Scheherazade,6.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['russian', 'navi', 'midshipman', 'rimsky-korsakov', 'inspir', 'romant', 'interlud', 'cabaret', 'dancer', 'shore', 'leav', 'spanish', 'morocco', 'write', 'symphon', 'suit', 'scheherazad']","['yvonnedecarlo', 'briandonlevi', 'jean-pierreaumont', 'evearden', 'phillipre', 'johnqualen', 'richardlan', 'georgedolenz', 'elenaverdugo', 'terrykilburn', 'charleskullmann']",52
6035,6035,61024,nm0285218,tt0041426,The Great Dan Patch,5.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['stori', 'legendari', 'trot', 'hors', 'dan', 'patch']","[""denniso'keef"", 'gailrussel', 'ruthwarrick', 'charlottegreenwood', 'henryhul', 'johnhoyt', 'arthurhunnicutt', 'clarencemus', 'harrylaut', 'highlanddal']",52
6907,6907,69858,nm0005889,tt0044177,Rodolfo Valentino,5.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['italian', 'immigr', 'rudolph', 'valentino', 'make', 'big', 'silent', 'hollywood', 'end', 'struggl', 'career', 'woman', 'love']","['eleanorpark', 'richardcarlson', 'patriciamedina', 'josephcalleia', 'donadrak', 'lloydgough', 'ottokrug', 'anthonydext']",52
