,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
75,75,701,nm0000428,tt0006826,Hoodoo Ann,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['littl', 'orphan', 'girl', 'believ', 'life', 'fall', 'apart', 'seem', 'everyth', 'could', 'possibl', 'go', 'wrong', 'go', 'wrong', 'howev', 'certain', 'thing', 'happen', 'begin', 'make']","['maemarsh', 'robertharron', 'williamh.brown', 'wilburhigbi', ""loyolao'connor"", 'mildredharri', 'pearlelmor', 'annadodg', 'charlesle', 'elmolincoln', 'robertlawl', 'carlstockdal']",22
177,177,1681,nm0000428,tt0010806,Amore sulle labbra,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['susi', 'plain', 'young', 'countri', 'girl', 'secretli', 'love', 'neighbor', 'boy', 'william', 'believ', 'sacrific', 'much', 'happi', 'promot', 'ambit', 'without']","['lilliangish', 'robertharron', 'wilburhigbi', ""loyolao'connor"", 'georgefawcett', 'clarineseymour', 'katebruc', 'caroldempst', 'raymondcannon']",22
221,221,2106,nm0003546,tt0011741,Suds,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['london', 'laundress', 'attempt', 'rise', 'station', 'order', 'captur', 'love', 'wealthi', 'young', 'man', 'thu', 'miss', 'truer', 'love', 'one', 'class']","['marypickford', 'albertaustin', 'haroldgoodwin', 'rosedion', 'darwinkarr', 'lavendorthehors']",22
234,234,2231,nm0005882,tt0011960,Lo scoiattolo,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['charismat', 'lieuten', 'newli', 'assign', 'remot', 'fort', 'captur', 'group', 'mountain', 'bandit', 'thu', 'set', 'motion', 'madcap', 'farc', 'lubitsch', 'unrestrain']","['polanegri', 'victorjanson', 'paulheidemann', 'wilhelmdiegelmann', 'hermannthimig', 'edithmel', 'margaköhl', 'paulgraetz', 'maxgronert', 'erwinkopp', 'paulbiensfeldt']",22
239,239,2280,nm0000428,tt0012122,Dream Street,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['three', 'men', 'london', 'compet', 'love', 'dance-hal', 'girl']","['caroldempst', 'ralphgrav', 'charlesemmettmack', 'edwardpeilsr', 'tyronepowersr', 'williamj.ferguson', 'porterstrong', 'georgenevil', 'charlesslatteri', 'morganwallac']",22
336,336,3239,nm0005796,tt0014497,Souls for Sale,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['young', 'woman', 'hit', 'hollywood', 'determin', 'becom', 'star']","['eleanorboardman', 'frankmayo', 'richarddix', 'maebusch', 'barbaralamarr', 'lewcodi', 'forrestrobinson', 'edithmurgatroyd', 'snitzedward', 'williamhain', 'daleful', 'erichvonstroheim', 'jeanhersholt', 'charleschaplin', 'fredniblo']",22
498,498,4824,nm0000315,tt0017082,Love 'Em and Leave 'Em,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['tale', 'two', 'sister', 'older', 'one', 'pledg', 'look', 'younger', 'one', 'transpir', 'depart', 'store', 'nyc', ""'s"", 'central', 'park', 'board', 'hous', 'older', 'one']","['evelynbr', 'lawrencegray', 'louisebrook', 'osgoodperkin', 'jackegan', 'marciaharri', 'edwardgarvi', 'verasisson', 'josephmcclunn', 'arthurdonaldson', 'elisecavanna', 'dorothymathew', 'blancheleclair']",22
549,549,5326,nm0055823,tt0017809,La ragazza con la cappelliera,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['natasha', 'grandfath', 'live', 'cottag', 'near', 'moscow', 'make', 'hat', 'madam', 'irèn', 'madam', 'husband', 'told', 'hous', 'committe', 'natasha', 'rent', 'room']","['annasten', 'vladimirmikhaylov', 'vladimirfogel', 'ivankoval-samborski', 'serafimabirman', 'pavelpol', 'yevamilyutina', 'vladimirpopov']",22
585,585,5682,nm0014703,tt0018297,Quality Street,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['fresh', 'young', 'beauti', 'becom', 'old', 'maid', 'wait', 'suitor', 'return', 'napoleon', 'war', 'return', 'clearli', 'disappoint', 'disguis', 'niec', 'order', 'test', 'loyalti']","['mariondavi', 'conradnagel', 'helenjeromeeddi', 'florafinch', 'margaretseddon', 'marcellecorday', 'katepric']",22
600,600,5830,nm0004592,tt0018471,Tell It to the Marines,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['gruff', 'marin', 'sergeant', 'handsom', 'new', 'recruit', 'compet', 'affect', 'nurs']","['lonchaney', 'williamhain', 'eleanorboardman', 'eddiegribbon', 'carmelmy', 'warneroland', 'mitchelllewi', 'frankcurri', 'mauricee.kain']",22
