,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
18,18,168,nm0005869,tt0003419,Lo studente di Praga,6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['balduin', 'student', 'pragu', 'leav', 'royster', 'companion', 'beer', 'garden', 'find', 'reach', 'end', 'resourc', 'scarc', 'seat', 'quiet', 'corner']","['paulwegen', 'greteberg', 'lydasalmonova', 'johngottowt', 'lotharkörn', 'fritzweidemann']",14
59,59,545,nm0063379,tt0005951,Rapsodia satanica,6.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['faustian', 'tale', 'old', 'woman', 'make', 'pact', 'mephisto', 'regain', 'youth', 'return', 'must', 'stay', 'away', 'love', 'deal', 'meet', 'two', 'brother', 'fall', 'love']","['lydaborelli', 'andreahabay', 'ugobazzini', 'giovannicini']",14
79,79,741,nm0259616,tt0007183,Pikovaya dama,7.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['host', 'game', 'card', 'one', 'night', 'narumov', 'tell', 'friend', 'stori', 'grandmoth', 'countess', 'young', 'woman', 'incur', 'enorm', 'gambl', 'debt']","['tamaraduvan', 'ivanmozzhukhin', 'veraorlova', 'nikolaipanov', 'polycarpepavloff', 'yelizavetashebueva']",14
115,115,1087,nm0360644,tt0008854,Gli occhi della mummia,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['girl', 'kidnap', 'held', 'captiv', 'ancient', 'egyptian', 'templ', 'rescu', 'flee', 'england', 'soon', 'find', 'mysteri', 'captor', 'still', 'haunt']","['polanegri', 'emiljan', 'harryliedtk', 'maxlaur', 'margaretekupf']",14
189,189,1797,nm0000858,tt0011130,Dr. Jekyll e Mr. Hyde,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['dr.', 'henri', 'jekyl', 'experi', 'scientif', 'mean', 'reveal', 'hidden', 'dark', 'side', 'man', 'releas', 'murder', 'within']","['johnbarrymor', 'brandonhurst', 'marthamansfield', 'charleslan', 'cecilclovelli', 'nitanaldi', 'louiswolheim']",14
251,251,2397,nm0005748,tt0012364,Il carrettiere della morte,8.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['new', 'year', ""'s"", 'eve', 'driver', 'ghostli', 'carriag', 'forc', 'drunken', 'man', 'reflect', 'selfish', 'wast', 'life']","['victorsjöström', 'hildaborgström', 'toresvennberg', 'astridholm', 'concordiaseland', 'lisalundholm', 'torweijden', 'einaraxelsson', 'olofå', 'nilsaréhn', 'simonlindstrand', 'nilselffor', 'algotgunnarsson', 'hildurlithman', 'johnekman']",14
304,304,2917,nm0005922,tt0013579,Ombre ammonitrici,6.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['wealthi', 'man', 'invit', 'local', 'wealthi', 'bachelor', 'puppet', 'show', 'men', 'covet', 'anoth', 'man', ""'s"", 'wife', 'puppet', 'actual', 'witch', 'give', 'men', 'nightmar', 'could', 'happen', 'date', 'ladi', 'hous']","['alexandergranach', 'maxgülstorff', 'lilliherd', 'rudolfklein-rogg', 'fritzkortn', 'karlplaten', 'fritzrasp', 'eugenrex', 'ferdinandvonalten', 'gustavvonwangenheim', 'ruthweyh']",14
483,483,4676,nm0003638,tt0016847,Faust,8.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['demon', 'mephisto', 'wager', 'god', 'corrupt', 'mortal', 'man', ""'s"", 'soul']","['göstaekman', 'emiljan', 'camillahorn', 'fridarichard', 'williamdieterl', 'yvetteguilbert', 'ericbarclay', 'hannaralph', 'wernerfuetter']",14
500,500,4844,nm0002271,tt0017103,The Magician,6.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['magician/alchemist', 'seek', 'creat', 'life', 'find', 'need', 'blood', 'virgin', 'continu', 'experi', 'send', 'dwarf', 'assist', 'pick', 'right', 'girl']","['aliceterri', 'paulwegen', 'firmingémi', 'ivánpetrovich', 'gladysham', 'henrywilson', 'huberti.stowitt']",14
526,526,5098,nm0005760,tt0017438,Der Student von Prag,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['balduin', 'go', 'beer', 'parti', 'fellow', 'student', 'fight', 'disput', 'tip', 'sword', 'lost', 'charm', 'want', 'find', 'love', 'would']","['conradveidt', 'elizzalaporta', 'fritzalberti', 'ágneseszterházi', 'ferdinandvonalten', 'wernerkrauss', 'erichkob', 'maxmaximilian']",14
537,537,5207,nm0005832,tt0017621,La mandragora,6.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['scientist', 'interest', 'law', 'hered', 'impregn', 'prostitut', 'laboratori', 'semen', 'hang', 'murder', 'prostitut', 'conceiv', 'femal', 'child', 'concept', 'love', 'professor', 'adopt']","['brigittehelm', 'paulwegen', 'ivánpetrovich', 'wolfgangzilz', 'louisralph', 'hanstrautn', 'johnlod', 'miapankau', 'valeskagert', 'georgjohn', 'alexandersascha', 'heinrichschroth']",14
653,653,6365,nm0018470,tt0019130,L'uomo che ride,7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['proud', 'nobl', 'refus', 'kiss', 'hand', 'despot', 'king', 'jame', 'cruelli', 'execut', 'son', 'surgic', 'disfigur']","['maryphilbin', 'conradveidt', 'juliusmolnar', 'olgabaclanova', 'brandonhurst', 'cesaregravina', 'stuartholm', 'samdegrass', 'georgesiegmann', 'josephinecrowel', 'károlyhuszár', 'zimbothedog', 'delmofritz', 'denofritz']",14
1057,1057,10401,nm0000509,tt0021814,Dracula,7.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ancient', 'vampir', 'count', 'dracula', 'arriv', 'england', 'begin', 'prey', 'upon', 'virtuou', 'young', 'mina']","['belalugosi', 'helenchandl', 'davidmann', 'dwightfry', 'edwardvansloan', 'herbertbunston', 'francesdad', 'joanstand', 'charlesk.gerrard']",14
1058,1058,10411,nm0049721,tt0021815,Drácula,7.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['centuries-old', 'vampir', 'dracula', 'prey', 'upon', 'innoc', 'eva', 'friend']","['carlosvillaría', 'lupitatovar', 'barrynorton', 'pabloálvarezrubio', 'eduardoarozamena', 'josésorianoviosca', 'carmenguerrero', 'ameliasenisterra', 'manuelarbó']",14
1247,1247,12271,nm0005862,tt0022694,La bella maledetta,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['moon', 'full', 'young', 'men', 'die', 'attempt', 'reach', 'mysteri', 'blue', 'light', 'mountain']","['leniriefenstahl', 'mathiaswieman', 'beniführ', 'maxholzbo', 'marthamair', 'franzmaldacea']",14
1290,1290,12695,nm0040374,tt0022913,Freaks,7.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['circu', 'beauti', 'trapez', 'artist', 'agre', 'marri', 'leader', 'side-show', 'perform', 'deform', 'friend', 'discov', 'marri', 'inherit']","['wallaceford', 'leilahyam', 'olgabaclanova', 'roscoeat', 'henryvictor', 'harryearl', 'daisyearl', 'rosedion', 'daisyhilton', 'violethilton', 'schlitz', 'josephinejoseph', 'johnnyeck', ""franceso'connor"", 'peterrobinson']",14
1320,1320,12990,nm0005849,tt0023101,Kongo,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['thi', 'remak']","['walterhuston', 'lupevelez', 'conradnagel', 'virginiabruc', 'c.henrygordon', 'mitchelllewi', 'forresterharvey', 'curtisnero']",14
1434,1434,14145,nm0000070,tt0023582,Thirteen Women,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ursula', 'plot', 'murder', 'women', 'supernatur', 'power']","['irenedunn', 'ricardocortez', 'jillesmond', 'myrnaloy', 'maryduncan', 'kayjohnson', 'florenceeldridg', 'c.henrygordon', 'pegentwistl', 'harriethagman', 'edwardpawley', 'blanchefriderici', 'wallyalbright', 'leonam', 'phyllisfras']",14
1656,1656,16347,nm0001784,tt0024538,Secret of the Blue Room,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['twenti', 'year', 'murder', 'occur', 'castl', ""'s"", 'blue', 'room', 'three', 'men', 'want', 'marri', 'beauti', 'girl', 'decid', 'spend', 'night', 'room', 'prove', 'braveri']","['lionelatwil', 'gloriastuart', 'paulluka', 'edwardarnold', 'onslowsteven', 'williamjanney', 'robertbarrat', 'murielkirkland', 'russellhopton', 'elizabethpatterson', 'andersvanhaden', 'jamesdurkin']",14
1701,1701,16790,nm0002048,tt0024727,Il vampiro,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['corps', 'drain', 'blood', 'begin', 'show', 'european', 'villag', 'vampir', 'suspect', 'respons']","['lionelatwil', 'faywray', 'melvyndougla', 'maudeeburn', 'georgee.ston', 'dwightfry', 'robertfraz', 'ritacarlyl', 'lionelbelmor', 'williamv.mong', 'stellaadam', 'harrisongreen']",14
1739,1739,17176,nm0005641,tt0024895,Black Moon,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['young', 'girl', 'live', 'tropic', 'island', 'lose', 'parent', 'voodoo', 'sacrific', 'although', 'manag', 'escap', 'island', 'curs', 'put', 'year', 'later', 'adult']","['jackholt', 'faywray', 'dorothyburgess', 'corasuecollin', 'arnoldkorff', 'clarencemus', 'eleanorwesselhoeft', 'madamesul-te-wan', 'laurencecrin', 'lumsdenhar', 'henrykolk']",14
1777,1777,17578,nm0124571,tt0025062,Dos monjes,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['gothic-styl', 'monasteri', 'monk', 'name', 'javier', 'see', 'face', 'anoth', 'monk', 'juan', 'suddenli', 'attempt', 'bludgeon', 'death', 'heavi', 'crucifix', 'men', 'relat']","['víctorurruchúa', 'carlosvillatoro', 'magdahal', 'beltrándeheredia', 'emmaroldán', 'albertomiquel', 'manuelnoriega', 'manuelbernaldez', 'josécorté', 'conchitagentilarco', 'hugotaboada', 'sofíahal']",14
1851,1851,18303,nm0003373,tt0025391,L'incredibile realtà,3.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['doctor', 'spent', 'career', 'work', 'way', 'reviv', 'dead', 'see', 'chanc', 'prove', 'theori', 'perform', 'procedur', 'recent', 'deceas', 'dog']","['onslowsteven', 'loiswilson', 'valeriehobson', 'frankreich', 'richardcarl', 'roberte.cornish', 'georgep.breakston', 'stanleyfield', 'deanbenton', 'loisjanuari', 'richardquin', 'maidelturn', 'georgemacquarri', 'otisharlan', 'mariomargutti']",14
1897,1897,18800,nm0005757,tt0025566,The 9th Guest,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['eight', 'stranger', 'invit', 'spend', 'night', 'penthous', 'apart', 'wine', 'dine', 'voic', 'radio', 'inform', 'murder', 'unless', 'manag', 'outwit', 'ninth', 'guest', 'death']","['donaldcook', 'genevievetobin', 'hardiealbright', 'edwardelli', 'edwinmaxwel', 'vincebarnett', 'helenflint', 'samuels.hind', 'nellawalk', 'sidneybracey']",14
