,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
2168,2168,21546,nm0002107,tt0026781,The Nitwits,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['would-b', 'songwrit', 'would-b', 'inventor', 'run', 'cigar', 'stand', 'get', 'mix', 'murder', 'song', 'publish']","['bertwheel', 'robertwoolsey', 'bettygr', 'halehamilton', 'evelynbr', 'erikrhod', 'fredkeat', 'charlesc.wilson', 'arthuraylesworth', 'williebest', 'lewkelli']",39
4413,4413,44487,nm0006943,tt0036004,Avventura in montagna,6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['two', 'newspap', 'photograph', 'get', 'mix', 'gangster', 'ski', 'resort']","['budabbott', 'loucostello', 'ginnysimm', 'patricknowl', 'elyseknox', 'joesawy', 'marclawr', 'sheldonleonard', 'johnnylongandhisorchestra', 'fourteen']",39
4479,4479,45155,nm0002202,tt0036259,Petticoat Larceny,6.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['year', 'old', 'radio', 'star', 'decid', 'throw', 'script', 'go', 'undercov', 'get', 'better', 'feel', 'role', 'kidnap', 'troubl', 'soon', 'follow', 'comedi']","['ruthwarrick', 'joancarrol', 'walterre', 'wallybrown', 'tomkennedi', 'jimmyconlin', 'vincebarnett', 'paulguilfoyl', 'grantwith', 'earles.dewey', 'charlescoleman', 'cliffclark']",39
5194,5194,52482,nm0064415,tt0038753,Mr. Hex,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sach', 'given', 'post-hypnot', 'suggest', 'turn', 'championship', 'prizefight']","['leogorcey', 'huntzhal', 'bobbyjordan', 'gabrieldel', ""william'billy'benedict"", 'davidgorcey', 'galerobbin', 'benwelden', 'iankeith', 'sammycohen', 'bernardgorcey', 'williamruhl', 'dannybeck', 'ritalynn', 'joegray']",39
6089,6089,61568,nm0000050,tt0041604,Una notte sui tetti,5.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['marx', 'brother', 'help', 'young', 'broadway', 'hope', 'thwart', 'diamond', 'thiev']","['harpomarx', 'chicomarx', 'ilonamassey', 'vera-ellen', 'marionhutton', 'raymondburr', 'melvillecoop', 'brucegordon', 'leonbelasco', 'paulvalentin', 'ericblor', 'marilynmonro', 'grouchomarx']",39
6752,6752,68279,nm0001362,tt0043733,Il ratto delle zitelle,7.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['new', 'york', 'citi', 'swindler', 'christma', 'come', 'owe', 'gangster', 'prompt', 'go', 'scam', 'overdr']","['bobhop', 'marilynmaxwel', 'lloydnolan', 'janedarwel', 'andreak', 'fredclark', 'jayc.flippen', 'williamfrawley', 'harrybellav', 'sidmelton', 'benwelden', 'idamoor', 'francispierlot', 'charlescooley', 'salvatoredelorenzo']",39
6790,6790,68659,nm0001362,tt0043827,L'avventuriera di tangeri,6.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['peanut', 'white', 'burlesqu', 'comic', 'recruit', 'u.s.', 'agent', 'imperson', 'intern', 'spi', 'eric', 'augustin', 'white', 'resembl', 'mission', 'purchas', 'million-dollar', 'microfilm']","['bobhop', 'hedylamarr', 'francisl.sullivan', 'arnoldmoss', 'johnarch', 'luisvanrooten', 'stephenchas', 'morrisankrum', 'angelaclark', 'irisadrian', 'frankfaylen', 'mikemazurki', 'marclawr', 'tonioselwart', 'ralphsmiley']",39
7546,7546,76352,nm0000742,tt0046235,La porta del mistero,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['jodi', 'rever', 'june', 'allyson', 'band', 'singer', 'work', 'new', 'york', 'citi', 'waldo', 'william', 'van', 'johnson', 'manag', 'fanci', 'apart', 'hous', 'murder', 'commit', 'victim']","['juneallyson', 'vanjohnson', 'louiscalhern', 'angelalansburi', 'johnbeal', 'dorothydandridg', 'barrykelley', 'sammywhit', 'kathryncard', 'paulharvey', 'helenemillard', 'peterchong', 'charleslan', 'larryj.blak', 'morganfarley']",39
10177,10177,103019,nm0000069,tt0054135,Colpo grosso,6.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['danni', 'ocean', 'gather', 'group', 'world', 'war', 'ii', 'compatriot', 'pull', 'ultim', 'la', 'vega', 'heist', 'togeth', 'eleven', 'friend', 'plan', 'rob', 'five', 'la', 'vega', 'casino', 'one', 'night']","['franksinatra', 'deanmartin', 'sammydavisjr', 'peterlawford', 'angiedickinson', 'richardcont', 'cesarromero', 'patricewymor', 'joeybishop', 'akimtamiroff', 'henrysilva', 'ilkachas', 'buddylest', 'richardbenedict', 'jeanwil']",39
11008,11008,111453,nm0005928,tt0056548,Das süsse Leben des Grafen Bobby,5.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['graf', 'bobbi', 'baron', 'mucki', 'found', 'detect', 'bureau', 'pfiff', 'greif', 'final', 'make', 'money', 'shortli', 'bankruptci', 'compani', 'receiv', 'lucr', 'order', 'benevenuto', 'socrat', 'socr', 'regard', 'gang', 'girl', 'trader']","['peteralexand', 'ingeborgschön', 'guntherphilipp', 'margittascherr', 'oskarsima', 'rolfolsen', 'gerdfrickhöff', 'sieglindethoma', 'fritzmuliar', 'billramsey']",39
