,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
213,213,2027,nm0003433,tt0011607,La vedova del pastore,7.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['young', 'man', 'elect', 'small', 'villag', 'parson', 'part', 'duti', 'requir', 'marri', 'widow', 'parson', 'thi', 'pose', 'two', 'problem', 'first', 'widow']","['hildurcarlberg', 'einarröd', 'gretaalmroth', 'olavaukrust', 'emilhelsengreen', 'williamivarson', 'mathildenielsen', 'lorentzthyholt', 'kurtwelin']",77
288,288,2758,nm0163349,tt0013223,The Headless Horseman,4.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['villag', 'sleepi', 'hollow', 'get', 'readi', 'greet', 'new', 'schoolteach', 'ichabod', 'crane', 'come', 'new', 'york', 'crane', 'alreadi', 'heard', 'villag', ""'s"", 'legendari', 'ghost']","['willrog', 'loismeredith', 'benhendricksjr', 'charlese.graham', 'maryfoy', 'bernarda.reinold', 'downingclark', 'jerrydevin', 'jamessheridan', 'kaymaccausland', 'nancychas']",77
4140,4140,41663,nm0017013,tt0035007,The Mad Doctor of Market Street,5.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['mad', 'scientist', 'forc', 'leav', 'san', 'francisco', 'experi', 'becom', 'known', 'land', 'tropic', 'island', 'take', 'control', 'terror', 'local', 'populac', 'survivor']","['unamerkel', 'lionelatwil', 'natpendleton', 'clairedodd', 'annenagel', 'hardiealbright', 'richarddavi', 'johneldredg', 'mala', 'noblejohnson', 'rosinag', 'alkikum', 'miltonkibbe', 'byronshor', 'tanimarsh']",77
10441,10441,105681,nm0075559,tt0054880,Flaming Creatures,4.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['experiment', 'film', 'featur', 'graphic', 'sexual', 'imageri', 'earthquak', 'lipstick', 'commerci']","['francisfrancin', 'sheilabick', 'joelmarkman', 'mariomontez', 'arnoldrockwood', 'judithmalina', 'marianzazeela', 'beverlygr', 'pierohelicz']",77
14670,14670,148120,nm0001238,tt0067282,Jungfrauen-Report,4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"['hanshassjr', 'evagarden', 'ingeborgsteinbach', 'dianewint', 'howardvernon', 'herbertweissbach', 'christinavonblanc', 'robertcostor', 'friedrichquandt', 'antôniodocabo', 'rolfeden', 'victormendé', 'birgittetzlaff', 'carmenyazald']",77
15898,15898,160260,nm0147251,tt0070697,The Single Girls,4.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['group', 'swinger', 'caribbean', 'resort', 'stalk', 'mysteri', 'killer']","['claudiajen', 'jeanmarieingel', 'cherihowel', 'joanprath', 'gregmullavey', 'edwardblessington', 'victorizay', 'waynec.dvorak', 'albertpopwel', 'jasonledg', 'mercimontello', 'robynhilton']",77
15937,15937,160654,nm0000636,tt0070791,Oscar insanguinato,7.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['shakespearean', 'actor', 'take', 'poetic', 'reveng', 'critic', 'deni', 'recognit']","['vincentpric', 'dianarigg', 'ianhendri', 'harryandrew', 'coralbrown', 'robertcoot', 'jackhawkin', 'michaelhordern', 'arthurlow', 'robertmorley', 'dennispric', ""miloo'shea"", 'ericsyk', 'madelinesmith', 'dianador']",77
16713,16713,168328,nm0001560,tt0073278,Leonor,5.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['femal', 'vampir', 'rise', 'crypt', 'everi', 'night', 'search', 'children', 'victim']","['michelpiccoli', 'livullmann', 'ornellamuti', 'antonioferrandi', 'josémaríaprada', 'ángeldelpozo', 'joséguardiola', 'georgerigaud', 'josémaríacaffarel', 'pierovida', 'titogarcía', 'francisconieto', 'josémoreno', 'carmenmaura', 'anagasb']",77
18960,18960,190739,nm0000339,tt0080658,Dr. Heckyl and Mr. Hype,4.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ugli', 'misshapen', 'podiatrist', 'ingest', 'formula', 'made', 'colleagu', 'turn', 'handsom', 'devil-may-car', 'violent', 'ladi', 'man']","['oliverre', 'sunnyjohnson', 'maiadanzig', 'virgilfry', 'melwel', 'kedrickwolf', 'jackiecoogan', 'corinnecalvet', 'sharoncompton', 'denisehay', 'charleshowerton', 'dickmil', 'jackwarford', 'lucretialov', 'benfromm']",77
19135,19135,192549,nm0005078,tt0081237,La nona configurazione,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['former', 'marin', 'arriv', 'mental', 'asylum', 'hous', 'remot', 'castl', 'run', 'attempt', 'rehabilit', 'patient', 'let', 'act', 'craziest', 'fantasi', 'desir']","['stacykeach', 'scottwilson', 'jasonmil', 'edfland', 'nevillebrand', 'georgedicenzo', 'mosesgunn', 'robertloggia', 'joespinel', 'alejandrorey', 'tomatkin', 'stevesandor', 'richardlynch', 'gordonmark', 'williamluck']",77
