,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
1803,1803,17830,nm0002161,tt0025189,Oro,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['colleagu', 'mentor', 'prof.', 'achenbach', 'die', 'set-up', 'accid', 'tri', 'produc', 'gold', 'lead', 'werner', 'holk', 'seek', 'reveng', 'meanwhil', 'british', 'millionair', 'suggest', 'holk', 'work', 'similar', 'project']","['hansalb', 'friedrichkayßl', 'brigittehelm', 'michaelbohnen', 'ernstkarchow', 'liendey', 'eberhardleithoff', 'rudolfplatt', 'waltersteinbeck', 'heinzwemp', 'hansjoachimbüttn', 'erichhaußmann', 'rainerlitten']",96
2362,2362,23504,nm0003706,tt0027669,Ghost Patrol,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['professor', 'invent', 'radium', 'tube', 'make', 'intern', 'combust', 'engin', 'stop', 'run', 'invent', 'captur', 'gang', 'robber', 'feder', 'agent', 'sent', 'rescu']","['timmccoy', 'claudiadel', 'waltermil', 'wheeleroakman', 'jamesp.burti', 'lloydingraham', 'dickcurti']",96
7990,7990,80824,nm0073205,tt0047594,Tômei ningen,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['car', 'strike', 'unseen', 'object', 'blood', 'spread', 'invis', 'sourc', 'becom', 'visibl', 'bleed', 'man', 'die', 'carri', 'suicid', 'note', 'dedic', 'friend']","['seizaburôkawazu', 'mikisanjô', 'minorutakada', 'yoshiotsuchiya', 'kenjirôuemura', 'kamatarifujiwara', 'fuyukimurakami', 'yôshiomi', 'sônosukesawamura', 'seijirôonda', 'shinôtomo', 'norikoshigeyama', 'keikokondo', 'fumindomatsuo', 'yutakanakayama']",96
10073,10073,101968,nm0022390,tt0053853,Una nube di terrore,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['librarian', 'subject', 'scientif', 'experi', 'goe', 'wrong', 'transform', ""'the"", 'human', 'vapour', 'use', 'new', 'abil', 'rob', 'bank', 'fund', 'career', 'girlfriend']","['tatsuyamihashi', 'kaoruyachigusa', 'yoshiotsuchiya', 'keikosata', 'hisayaitô', 'yoshifumitajima', 'yoshiokosugi', 'fuyukimurakami', 'bokuzenhidari', 'takamarusasaki', 'minosukeyamada', 'tatsuomatsumura', 'yôyômiyata', 'kômishima', 'kôzônomura']",96
10486,10486,106135,nm0000851,tt0055008,F.B.I. contro dottor Mabuse,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['evil', 'mastermind', 'dr.', 'mabus', 'use', 'brainwash', 'prison', 'inmat', 'commit', 'crime', 'german', 'polic', 'aid', 'fbi', 'agent', 'trail']","['gertfröb', 'lexbark', 'daliahlavi', 'faustotozzi', 'wernerpet', 'wolfgangpreiss', 'rudolfforst', 'rudolffernau', 'joachimmock', 'laurasolari', 'adyberb', 'henrycoubet', 'jean-rogercaussimon', 'albertbessl', 'louseitz']",96
10555,10555,106865,nm0273033,tt0055198,Mosura,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['giant', 'ancient', 'moth', 'begin', 'attack', 'japan', 'come', 'rescu', 'two', 'foot-tal', 'worshipp', 'taken', 'shipwreck', 'survivor']","['furankîsakai', 'hiroshikoizumi', 'kyôkokagawa', 'yumiitô', 'emiitô', 'jerryitô', 'kenuehara', 'takashishimura', 'tetsunakamura', 'seizaburôkawazu', 'yoshifumitajima', 'akihikohirata', 'kenjisahara', 'yoshiokosugi', 'kôjiiwamoto']",96
11347,11347,114869,nm0003904,tt0057479,Scotland Yard contro Dr. Mabuse,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['spirit', 'evil', 'dr.', 'mabus', 'take', 'bodi', 'famou', 'professor', 'professor/dr', 'mabus', 'begin', 'new', 'crime', 'wave', 'terror', 'citi']","['petervaneyck', 'agneswindeck', 'dieterborsch', 'wernerpet', 'klauskinski', 'wolfgangpreiss', 'sabinebethmann', 'ruthwilbert', 'hansnielsen', 'albrechtschoenh', 'wolfganglukschi', 'albertbessl', 'anneliesewürtz', 'sigurdlohd', 'alfredbraun']",96
11763,11763,119068,nm0105899,tt0058667,I raggi mortali del Dr. Mabuse,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['evil', 'dr.', 'mabus', 'develop', 'death', 'ray', 'threaten', 'world']","['petervaneyck', 'o.e.hass', 'yvonnefurneaux', 'rikadialyna', 'wolfgangpreiss', 'walterrilla', 'ernstschröder', 'robertbeatti', 'valéryinkijinoff', 'dietereppl', 'claudiogora', 'gustavorojo', 'massimopietrobon', 'charlesfawcett', 'leogenn']",96
12110,12110,122512,nm0000025,tt0059678,Stazione 3: top secret,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['germ', 'could', 'destroy', 'life', 'earth', 'stolen', 'biolog', 'warfar', 'lab', 'thief', 'threaten', 'releas', 'open', 'prompt', 'secur', 'offic', 'act']","['georgemahari', 'richardbasehart', 'annefr', 'danaandrew', 'johnlarkin', 'richardbul', 'franksutton', 'edwardasn', 'simonoakland', 'johnanderson', 'johnclark', 'harirhod', 'martinblain', 'henrybeckman', 'harrylaut']",96
12302,12302,124464,nm0001374,tt0060311,Dimension 5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['american', 'intellig', 'agent', 'aid', 'chinese-american', 'femal', 'agent', 'use', 'time-travel', 'belt', 'thwart', 'chines', 'oper', 'attempt', 'import', 'lo', 'angel', 'materi', 'make', 'atom', 'bomb']","['jeffreyhunt', 'francenuyen', 'haroldsakata', 'donaldwood', 'lindaho', 'robertito', 'davidchow', 'jonlorm', 'billwalk', 'virginiaannle', 'leekolima', 'tadhorino', 'kamtong', 'geraldjann', 'carolbyron']",96
