,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
2261,2261,22497,nm0000078,tt0027200,Verso il West!,5.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['youngster', 'john', 'wyatt', 'saw', 'parent', 'kill', 'brother', 'kidnap', 'wagon', 'train', 'head', 'west', 'meet', 'brother', 'spi', 'gang', 'origin', 'dirti', 'work', 'brother', 'fall', 'mari', 'gordon']","['johnwayn', 'sheilabromley', 'frankmcglynnjr', 'jimfarley', 'jackcurti', 'bradleymetcalf', 'dickiejon', 'marymaclaren', 'yakimacanutt', 'hankbel', 'glennstrang', 'thesingingrid']",63
3682,3682,36964,nm0000007,tt0033226,Carovana d'eroi,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['union', 'offic', 'kerri', 'bradford', 'escap', 'confeder', 'prison', 'set', 'virginia', 'citi', 'nevada', 'onc', 'find', 'former', 'command', 'prison', 'vanc', 'irbi', 'plan', 'send', 'million', 'gold', 'save', 'confederaci']","['errolflynn', 'miriamhopkin', 'randolphscott', 'humphreybogart', 'frankmchugh', 'alanhal', ""guinn'bigboy'william"", 'johnlitel', 'douglassdumbril', 'moroniolsen', 'russellhick', 'dickiejon', 'frankwilcox', 'russellsimpson', 'victorkilian']",63
3798,3798,38140,nm0003226,tt0033654,I 47 ronin ribelli,7.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['lord', 'takuminokami', 'asano', 'feud', 'lord', 'kira', 'tri', 'kill', 'kira', 'corridor', 'shogun', ""'s"", 'palac', 'shogun', 'sentenc', 'lord', 'asano', 'commit', 'suppuku', 'depriv']","['chôjûrôkawarasaki', ""kan'emonnakamura"", 'kunitarôkawarazaki', 'yoshizaburoarashi', 'chôemonbandô', 'sukezôsukedakaya', 'kikunojosegawa', 'shotaroichikawa', 'enjiichikawa', 'kikunosukeichikawa', 'shinzôyamazaki', 'senshôichikawa', 'shojiichikawa', 'iwagoroichikawa', 'shinzaburoichikawa']",63
4301,4301,43335,nm0001203,tt0035616,Arcipelago in fiamme,7.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['crew', 'air', 'forc', 'bomber', 'arriv', 'pearl', 'harbor', 'aftermath', 'japanes', 'attack', 'sent', 'manila', 'help', 'defens', 'philippin']","['johnridg', 'gigyoung', 'arthurkennedi', 'charlesdrak', 'harrycarey', 'georgetobia', 'wardwood', 'raymontgomeri', 'johngarfield', 'jamesbrown', 'stanleyridg', 'willardrobertson', 'moroniolsen', 'edwardbrophi', 'richardlan']",63
4525,4525,45643,nm0006057,tt0036443,La tragedia del Titanic,6.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['third', 'reich', ""'s"", 'nazi', 'propaganda', 'epic', 'heroic', 'fiction', 'german', 'offic', 'board', 'rm', 'titan', 'maiden', 'voyag', 'april', 'supposedli', 'unsink', 'ship', 'hit', 'iceberg', 'atlant', 'ocean', 'start', 'go']","['sybilleschmitz', 'hansnielsen', 'kirstenheiberg', 'ernstfritzfürbring', 'karlschönböck', 'charlottethiel', 'ottowernick', 'franzschafheitlin', 'sepprist', 'claudefarel', 'clausholm']",63
5949,5949,60151,nm0001544,tt0041163,Bastogne,7.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['true', 'tale', 'squad', '101st', 'airborn', 'divis', 'cope', 'trap', 'german', 'besieg', 'citi', 'bastogn', 'belgium', 'battl', 'bulg', 'decemb']","['vanjohnson', 'johnhodiak', 'ricardomontalban', 'georgemurphi', 'marshallthompson', 'jeromecourtland', 'dontaylor', 'brucecowl', 'jameswhitmor', 'douglasfowley', 'leonam', 'herbertanderson', 'thomase.breen', 'denisedarcel', 'richardjaeckel']",63
6195,6195,62634,nm0000763,tt0041940,Spada nel deserto,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['month', 'remain', 'partit', 'british-administ', 'palestin', 'american', 'freighter', 'captain', 'smuggl', 'european', 'jewish', 'refuge', 'ashor', 'nose', 'british', 'author']","['danaandrew', 'märtatorén', 'stephenmcn', 'jeffchandl', 'philipfriend', 'hughfrench', 'liamredmond', 'lowellgilmor', 'stanleylogan', 'haydenrork', 'georgetyn', 'peterco', 'paulmarion', 'martenlamont', 'davidbau']",63
7108,7108,71888,nm0000784,tt0044857,Lucrezia Borgia,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['earli', '16th', 'centuri', 'itali', 'rule', 'power', 'borgia', 'famili', 'led', 'césar', 'borgia', 'sister', 'lucrètè', 'ruthless', 'power', 'play', 'césar', 'plot', 'sister', ""'s"", 'husband']","['martinecarol', 'pedroarmendáriz', 'valentinetessi', 'arnoldofoà', 'piéral', 'christianmarquand', 'taniafédor', ""jeand'yd"", 'mauriceronet', 'raphaëlpatorni', 'oliviermathot', 'jackieblanchot', 'joédavray', 'georgesdema', 'gillesqué']",63
7336,7336,74217,nm0049648,tt0045595,Il brigante,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""'capitão"", 'bandit', 'terror', 'poor', 'villag', 'northeast', 'region', 'brazil', 'loot', 'frequent', 'kill', 'arm', 'gang', 'kidnap', 'becom', 'attract', 'beauti', 'schoolteach', 'creat', 'discord', 'group']","['albertoruschel', 'marisaprado', 'miltonribeiro', 'vanjaorico', 'adoniranbarbosa', 'ricardocampo', 'neusavera', 'zédonort', 'jesuínog.dossanto', 'marialuizasplendor', 'antoniov.almeida', 'heitorbarnabé', 'limabarreto', 'dancamara', 'horáciocamargo']",63
7651,7651,77406,nm0019023,tt0046498,"Scanderberg, l'eroe albanese",7.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['thi', 'true', 'stori', 'nation', 'hero', 'albanian', 'georg', 'kastrioti', 'scanderbeg', 'birth', 'death', 'base', 'mainli', 'upon', 'monk', 'writer', 'marin', 'barleti', 'movi']","['akakikhorava', 'besaimami', 'adiviealibali', 'semyonsokolovski', 'verikoanjaparidz', 'georgichernovolenko', 'naimfrashëri', 'aleksandrvertinskiy', 'marielogoreci', 'nikolaibubnov', 'olegzhakov', 'sergozakariadz', 'vladimirbelokurov', 'vahrampapazyan', 'boristenin']",63
