,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
441,441,4262,nm0050849,tt0016288,Riders of the Purple Sage,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['texa', 'ranger', 'search', 'kidnap', 'sister']","['tommix', 'mabelballin', 'beatriceburnham', 'mariannixon', 'warneroland', 'haroldgoodwin', 'arthurmorrison', 'wilfredluca', 'charleslemoyn', 'seesselannejohnson', 'tonythehors']",9
473,473,4577,nm0000406,tt0016664,L'aquila azzurra,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['georg', 'big', 'jim', 'comrad', 'navi', 'rival', 'outsid', 'fight', 'love', 'rose', 'local', 'policeman', ""'s"", 'daughter', 'war', 'father', 'regan', 'tri', 'unit']","[""georgeo'brien"", 'janetgaynor', 'williamrussel', 'margaretlivingston', 'robertedeson', 'philipford', 'davidbutl', 'lewshort', 'ralphsipperli', 'jerrymadden']",9
499,499,4834,nm0019604,tt0017096,Maciste all'inferno,6.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['devil', 'take', 'macist', 'hell', 'attempt', 'corrupt', 'ruin', 'moral']","['bartolomeopagano', 'umbertoguarracino', 'mariosaio', 'franzsala', 'elenasangro', 'luciazanussi', 'polair', 'domenicoserra']",9
849,849,8304,nm0000891,tt0020693,Billy the Kid,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['version', 'billi', 'kid', 'legend', 'billi', 'shoot', 'land', 'baron', 'william', 'donovan', ""'s"", 'henchmen', 'kill', 'billi', ""'s"", 'boss', 'hunt', 'captur', 'friend', 'sheriff']","['johnnymackbrown', 'wallacebeeri', 'kayjohnson', 'karldan', 'wyndhamstand', 'russellsimpson', 'blanchefriderici', 'roscoeat', 'warnerrichmond', 'jamesa.marcu', 'nelsonmcdowel', 'jackcarlyl', 'johnbeck', 'chris-pinmartin', 'margueritapadula']",9
866,866,8470,nm0001195,tt0020815,La squadriglia dell'aurora,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['world', 'war', 'ace', 'dick', 'courtney', 'derid', 'leadership', 'superior', 'offic', 'courtney', 'soon', 'promot', 'squadron', 'command', 'learn', 'harsh', 'lesson', 'send', 'subordin', 'death']","['richardbarthelmess', 'douglasfairbanksjr', 'neilhamilton', 'frankmchugh', 'clydecook', 'jamesfinlayson', 'gardnerjam', 'williamjanney', 'edmundbreon']",9
926,926,9073,nm0000406,tt0021140,Il sottomarino,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['navi', 'diver', 'clear', 'torpedo', 'tube', 'sunken', 'submarin']","['kennethmackenna', 'frankalbertson', 'j.farrellmacdonald', 'warrenhym', 'paulpag', 'waltermcgrail', 'stuarterwin', 'georgeleguer', 'charlesk.gerrard', 'benhendricksjr', 'harrytenbrook', 'warnerrichmond']",9
1130,1130,11130,nm0001537,tt0022139,Men with Wings,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['plot', 'love', 'triangl', 'two', 'guy', 'one', 'girl', 'grow', 'adult', 'affili', 'new', 'aircraft', 'industri', 'plot', 'aircraft', 'evolut', 'day', 'wilbur', 'orvil', 'wright', 'prior', 'wwii']","['fredmacmurray', 'raymilland', 'louisecampbel', 'andydevin', 'lynneoverman', 'porterhal', 'walterabel', 'kittykelli', 'virginiaweidl', ""donaldo'connor"", 'billycook', 'jamesburk', 'willardrobertson', 'dennismorgan', 'frankclark']",9
1148,1148,11307,nm0299345,tt0022214,Oatsurae Jirôkichi koshi,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['complet', 'preserv', 'silent', 'film', 'direct', 'daisuk', 'ito', 'film', 'relat', 'life', 'legendari', 'thief', 'jirokichi', 'rat', 'exquisit', 'origin', 'stori']","['denjirôôkôchi', 'naoefushimi', 'nobukofushimi', 'reizaburôyamamoto', 'minorutakas']",9
1181,1181,11626,nm0000406,tt0022353,In fondo ai mari,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['wane', 'day', 'wwi', 'u.s.', 'mysteri', 'ship', 'set', 'sail', 'coast', 'spain', 'tow', 'submarin', 'mission', 'find', 'sink', 'u-boat', 'especi', 'effect']","[""georgeo'brien"", 'marionless', 'monamari', 'walterc.kelli', 'warrenhym', 'stevependleton', 'waltermcgrail', 'larryk', 'henryvictor', 'johnlod']",9
1268,1268,12478,nm0000010,tt0022792,L'urlo della folla,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sport', 'car', 'racer', 'becom', 'overprotect', 'brother', 'decid', 'becom', 'racer', 'well']","['jamescagney', 'joanblondel', 'anndvorak', 'ericlinden', 'guykibbe', 'frankmchugh', 'billyarnold', 'leonomi', 'fredfram', 'ralphhepburn', 'wilburshaw', 'shortycantlon', 'melken', 'stubbystubblefield']",9
