,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
63,63,583,nm0003668,tt0006333,"20,000 Leagues Under the Sea",6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['french', 'professor', 'daughter', 'accompani', 'captain', 'nemo', 'adventur', 'aboard', 'submarin']","['danhanlon', 'ednapendleton', 'curtisbenton', 'allenholubar', 'mattmoor', 'janegail', 'howardcrampton', 'williamwelsh', 'loisalexand', 'wallisclark']",32
184,184,1747,nm0107200,tt0010953,Algol - Tragödie der Macht,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['alien', 'planet', 'algol', 'give', 'man', 'devic', 'give', 'superpow']","['emiljan', 'johngottowt', 'hansadalbertschlettow', 'hannaralph', 'ernamorena', 'ernsthofmann', 'gertrudewelck', 'käthehaack', 'sebastiandrost']",32
1305,1305,12841,nm0036749,tt0023002,Atlantide,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['two', 'french', 'foreign', 'legionnair', 'lost', 'amid', 'shift', 'sand', 'sahara', 'desert', 'stumbl', 'across', 'entranc', 'underground', 'world', 'search', 'new', 'found', 'subterranean']","['brigittehelm', 'heinzklingenberg', 'telatchaï', 'gustavdiessl', 'georgestourreil', 'vladimirsokoloff', 'mathiaswieman', 'florel', 'gertrudepabst', 'rosittaseverus-liedernit', 'marthavonkonssatzki']",32
1538,1538,15169,nm0260728,tt0023996,F.P.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['conrad', 'veldt', 'jill', 'esmond', 'lesli', 'fenton', 'right', 'amaz', 'stori', 'gigant', 'float', 'platform', 'built', 'mid-atlant', 'use', 'ocean', 'airport', 'howev']","['conradveidt', 'jillesmond', 'lesliefenton', 'georgemerritt', 'donaldcalthrop', 'alexanderfield', 'francisl.sullivan', 'warwickward', 'nicholashannen', 'williamfreshman', 'philippman']",32
2350,2350,23384,nm0185568,tt0027623,Flash Gordon,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['flash', 'gordon', 'dale', 'arden', 'dr.', 'alexi', 'zarkov', 'visit', 'planet', 'mongo', 'thwart', 'evil', 'scheme', 'emperor', 'ming', 'merciless', 'set', 'planet', 'collis', 'cours', 'earth']","['bustercrabb', 'jeanrog', 'charlesmiddleton', 'priscillalawson', 'frankshannon', 'richardalexand', ""jack'tiny'lipson"", 'theodorelorch', 'richardtuck', 'georgecleveland', 'jamespierc', 'dukeyork', 'murielgoodspe', 'earlaskam', 'housepetersjr']",32
2928,2928,29254,nm0066247,tt0030138,Flash Gordon - Alla conquista di Marte,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['deadli', 'nitron', 'ray', 'strike', 'earth', 'flash', 'gordon', 'friend', 'travel', 'mar', 'battl', 'ming', 'merciless', 'new', 'alli', 'queen', 'azura']","['bustercrabb', 'jeanrog', 'charlesmiddleton', 'frankshannon', 'beatricerobert', 'donaldkerr', 'richardalexand', 'c.montagueshaw', 'wheeleroakman', 'kenneduncan', 'warnerrichmond', 'jackmulhal', 'lanechandl', 'anthonyward', 'benlewi']",32
3501,3501,35075,nm0066247,tt0032475,Flash Gordon - I conquistatori dell'Universo,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['flash', 'gordon', 'dale', 'arden', 'dr.', 'zarkov', 'return', 'planet', 'mongo', 'antidot', 'purpl', 'death', 'wreak', 'destruct', 'earth', 'howev', 'ming', 'merciless', 'plan']","['bustercrabb', 'carolhugh', 'charlesmiddleton', 'annegwynn', 'frankshannon', 'johnhamilton', 'herbertrawlinson', 'tomchatterton', 'shirleydean', 'leepowel', 'rolanddrew', 'donrowan', 'victorzimmerman', 'edgaredward', 'bentaggart']",32
4578,4578,46186,nm0041172,tt0036697,Captain America,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['superhero', 'captain', 'america', 'battl', 'evil', 'forc', 'archvillain', 'call', 'scarab', 'poison', 'enemi', 'steal', 'secret', 'devic', 'capabl', 'destroy', 'build', 'sound', 'vibrat']","['dickpurcel', 'lornagray', 'lionelatwil', 'charlestrowbridg', 'russellhick', 'georgej.lewi', 'johndavidson', 'normannesbitt', 'frankreich', 'hughsothern', 'tomchatterton', 'robertfraz', 'johnhamilton', 'cranewhitley', 'edwardkean']",32
4946,4946,49902,nm0047454,tt0037895,Manhunt of Mystery Island,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['creator', 'scientif', 'devic', 'kidnap', 'daughter', 'enlist', 'help', 'privat', 'detect', 'whose', 'investig', 'lead', 'remot', 'pacif', 'isl', 'confront', 'evil', 'shock', 'descend', 'long-dead', 'pirat']","['richardbailey', 'lindastirl', 'roybarcroft', 'kenneduncan', 'forresttaylor', 'forbesmurray', 'jackingram', 'harrystrang', 'edcassidi', 'frankalten', 'lanechandl', 'russvinc', 'dalevansickel', 'tomsteel', 'dukegreen']",32
4974,4974,50192,nm0054117,tt0038007,The Purple Monster Strikes,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['martian', 'spacecraft', 'crash-land', 'near', 'observatori', 'cyru', 'layton', 'design', 'earth', ""'s"", 'first', 'spaceship', 'survivor', 'forerunn', 'invas', 'assum', 'form', 'earthman']","['dennismoor', 'lindastirl', 'roybarcroft', 'jamescraven', 'budgeari', 'marymoor', 'johndavidson', 'joewhitehead', 'emmettvogan', 'georgem.carleton', 'kenneduncan', 'rosemondejam', 'montehal', 'wheatonchamb', 'fredhoward']",32
