,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
708,708,6895,nm0002311,tt0019735,Cercasi avventura,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['bore', 'wwi', 'veteran', 'help', 'young', 'woman', 'whose', 'uncl', 'held', 'hostag', 'embezzl']","['ronaldcolman', 'claudallist', 'lawrencegr', 'montagulov', 'wilsonbeng', 'joanbennett', 'lilyantashman', 'charlessellon', 'adolphmilar', 'tetsukomai', 'gertrudeshort', 'donaldnovi']",25
759,759,7409,nm0001766,tt0020103,La porta chiusa,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['first', 'anniversari', 'ann', 'reagan', 'find', 'sister-in-law', 'involv', 'shadi', 'charact', 'past', 'determin', 'interven']","['rodlarocqu', 'barbarastanwyck', ""william'stage'boyd"", 'bettybronson', 'harrystubb', 'harrymestay', 'mackswain', 'zasupitt', 'georgebunni']",25
1662,1662,16407,nm0104355,tt0024559,The Silk Express,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['trainload', 'silk', 'put', 'neil', 'hamilton', 'fast', 'track', 'murder', 'full-throttl', 'thrill', 'ride', 'costar', 'sheila', 'terri', 'guy', 'kibbe', 'demand', 'raw', 'silk', 'goe', 'sky', 'high']","['neilhamilton', 'sheilaterri', 'arthurbyron', 'guykibbe', 'dudleydigg', 'arthurhohl', 'allenjenkin', 'haroldhub', 'g.patcollin', 'robertbarrat', 'vernonsteel', 'ivanf.simpson']",25
2458,2458,24464,nm0005847,tt0028135,The President's Mystery,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['millionair', 'crumbl', 'person', 'life', 'come', 'idea', 'disappear', 'start', 'new', 'life', 'without', 'anyon', 'know', 'abl', 'take', 'money']","['henrywilcoxon', 'bettyfur', 'sidneyblackm', 'evelynbr', 'barnettpark', 'melruick', 'wadebotel', 'johnwray', 'guyush', 'roberthoman', 'sijenk', 'arthuraylesworth', 'harryantrim', 'byronfoulg']",25
2726,2726,27223,nm0365692,tt0029310,Notturno tragico,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['rich', 'cantanker', 'dowag', 'isol', 'estat', 'hire', 'engag', 'handyman', 'niece/companion', 'becom', 'suspici', 'motiv']","['merletottenham', 'kathleenharrison', 'maywhitti', 'rosalindrussel', 'eilymalyon', 'matthewboulton', 'robertmontgomeri', 'berylmerc', 'alanmarsh', 'winifredharri', 'e.e.cl']",25
3167,3167,31635,nm0000252,tt0031148,City in Darkness,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['pari', 'reunion', 'eve', 'world', 'war', 'ii', 'charli', 'find', 'murder', 'hate', 'businessman', 'lead', 'conspiraci', 'smuggl', 'arm', 'germani']","['sidneytol', 'lynnbari', 'richardclark', 'haroldhub', 'pedrodecordoba', 'dorothytre', 'c.henrygordon', 'douglassdumbril', 'noelmadison', 'leog.carrol', 'lonchaneyjr', 'louismerci', 'georgedavi', 'barbaraleonard', ""adrienned'ambricourt""]",25
4148,4148,41743,nm0094386,tt0035021,Malombra,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['nineteenth-centuri', 'italian', 'noblewoman', 'imprison', 'forebod', 'lakesid', 'palazzo', 'uncl', 'come', 'believ', ""'s"", 'possess', 'long', 'ago', 'mistress', 'manor']","['isamiranda', 'andreachecchi', 'irasemadilián', 'gualtierotumiati', 'ninocrisman', 'enzobiliotti', 'adadondini', 'giacintomolteni', 'corradoracca', 'luigipaves', 'nandotamberlani', 'dorettasestan', 'paolobonecchi', 'elvirabonecchi', 'giovannibarrella']",25
4179,4179,42052,nm0006338,tt0035121,The Next of Kin,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['wartim', 'propaganda', 'piec', 'give', 'warn', 'like', 'dad', 'keep', 'mum', 'gossipi', 'housewif', 'overheard', 'talk', 'son', 'nazi', 'spi']","['mervynjohn', 'johnchando', 'novapilbeam', 'reginaldt', 'stephenmurray', 'geoffreyhibbert', 'philipfriend', 'phyllisstanley', 'maryclar', 'basilsydney', 'jossambl', ""brefnio'rork"", 'alexanderfield', 'davidhutcheson', 'jackhawkin']",25
4387,4387,44218,nm0002202,tt0035937,The Ghost Ship,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['tom', 'merriam', 'sign', 'ship', 'altair', 'third', 'offic', 'captain', 'stone', 'first', 'thing', 'look', 'good', 'stone', 'see', 'merriam', 'younger', 'version', 'merriam', 'see', 'stone', 'first']","['richarddix', 'russellwad', 'edithbarrett', 'benbard', 'edmundglov']",25
4738,4738,47795,nm0000051,tt0037179,A Place of One's Own,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['elderli', 'coupl', 'move', 'old', 'supposedli', 'haunt', 'abandon', 'hous', 'young', 'girl', 'come', 'live', 'pair', 'companion', 'wife', 'howev', 'soon', 'girl', 'possess']","['margaretlockwood', 'jamesmason', 'barbaramullen', 'dennispric', 'helenhay', 'michaelshepley', 'dulciegray', 'mooremarriott', 'o.b.clar', 'helengoss', 'ediemartin', 'gusmcnaughton', 'murielgeorg', 'johnturnbul', 'ernestthesig']",25
