,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
1276,1276,12556,nm0372698,tt0022835,Il dottor Jekyll,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['dr.', 'jekyl', 'face', 'horribl', 'consequ', 'let', 'dark', 'side', 'run', 'wild', 'potion', 'transform', 'animalist', 'mr.', 'hyde']","['fredricmarch', 'miriamhopkin', 'rosehobart', 'holmesherbert', 'halliwellhobb', 'edgarnorton', 'tempepigott']",50
1578,1578,15563,nm0001647,tt0024184,L'uomo invisibile,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['scientist', 'find', 'way', 'becom', 'invis', 'becom', 'murder', 'insan']","['clauderain', 'gloriastuart', 'williamharrigan', 'henrytrav', ""unao'connor"", 'forresterharvey', 'holmesherbert', 'e.e.cl', 'dudleydigg', 'harrystubb', 'donaldstuart', 'merletottenham']",50
1579,1579,15573,nm0000509,tt0024188,L'isola delle anime perdute,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['obsess', 'scientist', 'conduct', 'profan', 'experi', 'evolut', 'eventu', 'establish', 'self-styl', 'demigod', 'race', 'mutat', 'half-human', 'abomin']","['charleslaughton', 'richardarlen', 'leilahyam', 'belalugosi', 'kathleenburk', 'arthurhohl', 'stanleyfield', 'paulhurst', 'hanssteink', 'tetsukomai', 'georgeirv']",50
2130,2130,21168,nm0000048,tt0026663,Amore folle,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['pari', 'franc', 'dement', 'surgeon', ""'s"", 'obsess', 'british', 'actress', 'lead', 'secretli', 'replac', 'concert', 'pianist', 'husband', ""'s"", 'train-wreck-mangl', 'hand', 'guillotin', 'murder', 'gift', 'knife-throw']","['peterlorr', 'francesdrak', 'colincl', 'tedheali', 'sarahaden', 'edwardbrophi', 'henrykolk', 'keyeluk', 'maybeatti', 'georgedavi', 'billydooley', 'haroldhub', 'isabeljewel', 'leowhit']",50
2413,2413,24018,nm0000472,tt0027938,The Man Who Changed His Mind,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['dr.', 'laurienc', 'brilliant', 'unstabl', 'scientist', 'experi', 'transfer', 'mind', 'becom', 'veng', 'magnat', 'patron', 'withdraw', 'support']","['boriskarloff', 'johnlod', 'annale', 'frankcelli', 'donaldcalthrop', 'cecilpark', 'lynhard']",50
3334,3334,33357,nm0000007,tt0031851,Il ritorno del dottor X,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['hotshot', 'report', 'young', 'doctor', 'team', 'investig', 'seri', 'grisli', 'murder', 'mysteri', 'sampl', 'synthet', 'blood']","['humphreybogart', 'rosemarylan', 'waynemorri', 'dennismorgan', 'johnlitel', 'lyali', 'huntzhal', 'charlesc.wilson', 'veralewi', 'howardhickman', 'olinhowland', 'arthuraylesworth', 'cliffsaum', 'creightonhal', 'johnridg']",50
3384,3384,33851,nm0005728,tt0032047,Torture Ship,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['mad', 'scientist', 'perform', 'experi', 'crimin', 'mind', 'captur', 'crimin', 'board', 'privat', 'ship']","['lyletalbot', 'irvingpichel', 'juliebishop', 'sheilabromley', 'anthonyaveril', 'russellhopton', 'julianmadison', 'eddieholden', 'wheeleroakman', 'stanleyblyston', 'leanderdecordova', 'demetriusalexi', 'skeltonknagg', 'carletonyoung']",50
3475,3475,34815,nm0000509,tt0032390,Notti di terrore,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['mad', 'scientist', 'develop', 'aftershav', 'lotion', 'caus', 'gigant', 'bat', 'kill', 'anyon', 'wear']","['belalugosi', 'suzannekaaren', ""daveo'brien"", 'guyush', 'yolandedonlan', 'donaldkerr', 'edmundmortim', ""geneo'donnel"", 'alanbaldwin', 'johnelli', 'arthurq.bryan', 'halpric', 'johndavidson', 'billygriffith', 'wallyrairden']",50
3765,3765,37812,nm0000472,tt0033530,The Devil Commands,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['scientist', 'becom', 'obsess', 'idea', 'commun', 'dead', 'wife']","['boriskarloff', 'richardfisk', 'amandaduff', 'annerever', 'cyschindel', 'dorothyadam', 'walterbaldwin', 'kennethmacdonald', 'shirleyward']",50
4053,4053,40776,nm0000509,tt0034613,Il corpo scomparso,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['scientist', 'aid', 'old', 'hag', 'two', 'son', 'kill', 'virgin', 'bride', 'steal', 'bodi', 'extract', 'gland', 'fluid', 'keep', 'ancient', 'wife', 'aliv', 'young']","['belalugosi', 'luanawalt', 'tristramcoffin', 'elizabethrussel', 'minervaurec', 'angelorossitto', 'joanbarclay', 'kennethharlan', 'gwenkenyon', 'vincebarnett', 'frankmoran', 'georgeeldredg']",50
4326,4326,43584,nm0001017,tt0035713,Captive Wild Woman,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['insan', 'scientist', 'experiment', 'glandular', 'research', 'becom', 'obsess', 'transform', 'femal', 'gorilla', 'human', 'even', 'though', 'cost', 'human', 'life']","['johncarradin', 'evelynank', 'milburnston', 'lloydcorrigan', 'fayhelm', 'marthavick', 'vincebarnett', 'paulfix', 'acquanetta']",50
