,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
257,257,2454,nm0000485,tt0012494,Destino,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['woman', ""'s"", 'fiancé', 'disappear', 'death', 'give', 'three', 'chanc', 'save', 'fate']","['bernhardgoetzk', 'lildagov', 'walterjanssen', 'hanssternberg', 'karlrückert', 'maxadalbert', 'wilhelmdiegelmann', 'erichpabst', 'karlplaten', 'hermannpicha', 'paulrehkopf', 'maxpfeiff', 'georgjohn', 'lydiapotechina', 'greteberg']",81
16286,16286,164095,nm0034498,tt0071819,La Mary,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sexually-repress', 'girl', 'bueno', 'air', 'slum', 'slowli', 'goe', 'mad', 'marri']","['susanagiménez', 'carlosmonzón', 'albertoargibay', 'dorabaret', 'teresablasco', 'juanjosécamero', 'doraferreiro', 'maríarosagallo', 'antoniogrimau', 'juanahidalgo', 'leonormanso', 'ubaldomartínez', 'jorgeriveralópez', 'olgazubarri', 'gabrielatoscano']",81
19668,19668,197882,nm0000454,tt0082984,Reborn,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['man', 'discov', 'girlfriend', 'stigmata', 'someon', 'whose', 'hand', 'feet', 'mysteri', 'bleed', 'place', 'jesu', 'christ', 'crucifi', 'tri', 'keep']","['dennishopp', 'michaelmoriarti', 'antonellamurgia', 'franciscorab', 'kitmassengil', 'joperkin', 'charlesbacariss', 'xabierelorriaga', 'lesliecox', 'consoltura', 'jamescarrington', 'robertdunn', 'lolaforcada', 'àngeljové', 'gilrodriguezjr']",81
27081,27081,272750,nm0036155,tt0108425,Die tödliche Maria,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['woman', 'tri', 'escap', 'depress', 'life', 'posit']","['ninapetri', 'katjastudt', 'julianeheinemann', 'josefbierbichl', 'peterfrank', 'jeanmaes', 'joachimkról', 'rolfpeterkahl', 'renateusko', 'georgwinterfeld', 'tomspiess', 'andreaspetri', 'nadadaniel', 'ortwinspiel', 'peterhommen']",81
28984,28984,292267,nm0001496,tt0116293,Perversioni femminili,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ambiti', 'femal', 'attorney', 'wallow', 'excess', 'meaningless', 'sex', 'male', 'femal', 'partner', 'deal', 'person', 'life', 'problem', 'includ', 'help', 'kleptomaniac', 'sister']","['tildaswinton', 'amymadigan', 'karensilla', 'francesfish', 'clancybrown', 'lailarobin', 'johndiehl', 'paulinaporizkova', 'daleshug', 'sandymartin', 'marciacross', 'johncassini', 'shawneesmith', 'ninawis', 'judyjeanbern']",81
30447,30447,307489,nm0000375,tt0120710,In Dreams,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['suburban', 'housewif', 'learn', 'dreamworld', 'connect', 'serial', 'murder', 'must', 'stop', 'kill']","['annetteben', 'katiesagona', 'aidanquinn', 'robertdowneyjr', 'paulguilfoyl', 'kathleenlangloi', 'jenniferberri', 'emmaj.brown', 'jenniferdragon', 'samanthakelli', 'jennifercainenatenshon', 'bethanym.paquin', 'ericasullivan', 'ameliaclairenovotni', 'kristinsroka']",81
37073,37073,374306,nm0001393,tt0247153,L'affaire Marcorelle,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['françoi', 'marcorel', 'investig', 'magistr', 'chambéri', 'find', 'room', 'young', 'polish', 'girl', 'met', 'restaur']","['jean-pierreléaud', 'irènejacob', 'mathieuamalr', 'philippekhorsand', 'dominiquereymond', 'hélènesurgèr', 'philippemorier-genoud', 'hervépierr', 'marcbetton', 'christianbouillett', 'jean-paulaubert', 'gillesarbona', 'philippesun', 'virginiebrésil', 'geoffroywarin']",81
38222,38222,385831,nm0006384,tt0269492,Serpente a sonagli,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['travel', 'gravedigg', 'unspecifi', 'war', 'adopt', 'orphan', 'find', 'alon', 'desert', 'war', 'orphan', 'grown', 'busi', 'slow', 'orphan', 'begin', 'gener']","['glenle', 'venetiavianello', 'jameswesterfield', 'virgilfry', 'evaristomárquez', 'sonnyvandeusen', 'barbaraang', 'carloseast', 'jorgerussek', 'tonymonaco', 'billyjoerouck', 'eduardobonada']",81
38605,38605,389697,nm0023858,tt0277044,Inugami - Le divinità maligne,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['akira', 'young', 'new', 'schoolteach', 'town', 'fall', 'secret', 'miki', 'older', 'woman', 'take', 'care', 'famili', ""'s"", 'urn', 'supposedli', 'hold', 'forest', 'wolf-spirit', 'inugami', 'peopl', 'soon', 'start', 'disappear', 'town', 'blame', 'akira']","['yûkiamami', 'atsurowatab', 'eugeneharada', 'shihofujimura', 'kazuhiroyamaji', 'kanakofukaura', 'shionmachida', ""ken'ichiyajima"", 'masatoiri', 'makototogashi', 'torahikohamada', 'miyûwatas', 'keikoawaji', 'kôichisatô', 'rieino']",81
39848,39848,402381,nm0019249,tt0298491,Den osynlige,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['attack', 'leav', 'limbo', 'invis', 'live', 'also', 'near', 'death', 'teenag', 'discov', 'person', 'might', 'abl', 'help', 'attack']","['gustafskarsgård', 'tuvanovotni', 'librådh', 'thomashedengran', 'davidhagman', 'pärluttropp', 'franciscosobrado', 'joelkinnaman', 'jennyulv', 'annahallström', 'catherinehansson', 'perburel', 'gabrieleriksson', 'normanzulu', 'eivindahlgren']",81
