,Unnamed: 0,Unnamed: 0.1,imdb_name_id,imdb_title_id,title,weighted_average_vote, Action, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, Film-Noir, History, Horror, Music, Musical, Mystery, News, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,desc_tokenized,actor_tokenized,kmeans
1616,1616,15940,nm0000068,tt0024360,Murders in the Zoo,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['monomaniac', 'zoologist', 'patholog', 'jealou', 'beauti', 'unfaith', 'wife', 'evelyn', 'stop', 'short', 'murder', 'keep']","['charlesruggl', 'lionelatwil', 'gailpatrick', 'randolphscott', 'johnlodg', 'kathleenburk', 'harryberesford']",15
2014,2014,20012,nm0000472,tt0026123,Il mistero della camera nera,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ignor', 'ancient', 'propheci', 'evil', 'brother', 'gregor', 'seek', 'maintain', 'feudal', 'power', 'tyrolean', 'estat', 'murder', 'imperson', 'benevol', 'younger', 'twin']","['boriskarloff', 'marianmarsh', 'robertallen', 'thurstonhal', 'katherinedemil', 'johnbuckl', 'henrykolk', 'colintapley', 'torbenmey']",15
2198,2198,21854,nm0000472,tt0026912,The Raven,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['brilliant', 'surgeon', 'obsess']","['boriskarloff', 'belalugosi', 'lestermatthew', 'irenewar', 'samuels.hind', 'spencerchart', 'inezcourtney', 'ianwolf', 'maidelturn', 'annedarl', 'junegittelson', 'joehaworth', 'marywallac']",15
6864,6864,69414,nm0006275,tt0044061,Il figlio del Dott. Jekyll,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['edward', 'jekyl', 'ignor', 'father', 'brought', 'forth', 'death', 'destruct', 'experi', 'pursu', 'chemist', 'career', 'despit', 'fact', 'discharg', 'school']","['louishayward', 'jodylawr', 'alexanderknox', 'lestermatthew', 'gavinmuir', 'paulcavanagh', 'rhyswilliam']",15
11219,11219,113579,nm0029940,tt0057138,Il giustiziere di Londra,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['group', 'vigilant', 'hang', 'wrong-doer']","['hansjörgfelmi', 'mariaperschi', 'dieterborsch', 'rudolfforst', 'chrishowland', 'wolfgangpreiss', 'harryriebau', 'rudolffernau', 'alexanderengel', 'narzißsokatscheff', 'haraldsawad', 'albertbessl', 'stanislavledinek', 'michaelchevali', 'günterglas']",15
11678,11678,118227,nm0068482,tt0058427,Olga's Girls,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ruthless', 'narcot', 'dealer', 'white', 'slaveri', 'ring', 'leader', 'olga', 'keep', 'harem', 'girl', 'line', 'hook', 'addict', 'drug', 'olga', 'suspect', 'inform', 'midst', 'use', 'variou']","['audreycampbel', 'rickeybel', 'dollysimmon', 'alicedenham', 'cynthiagrey', 'darlenebennett', 'janehil', 'annpepp', 'junevega', 'loloninocolo', 'ritabarri', 'giselleswan', 'joelholt']",15
11779,11779,119226,nm0005989,tt0058706,Chiamate Scotland Yard 0075,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['spirit', 'jack', 'ripper', 'seem', 'much', 'aliv', 'london', 'seri', 'brutal', 'slay', 'monster', 'london', 'citi', 'scotland', 'yard', 'baffl', 'macabr']","['hansjörgfelmi', 'mariannekoch', 'dietmarschönherr', 'hansnielsen', 'charikliabaxevano', 'fritztillmann', 'walterpfeil', 'peerschmidt', 'kurdpieritz', 'elsawagn', 'adelheidhinz', 'gerdabliss', 'manfredgrot', 'kaifisch', 'gudrunschmidt']",15
13189,13189,133373,nm0003049,tt0063024,Il gorilla di Soho,5.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['scotland', 'yard', 'goe', 'gang', 'drown', 'victim', 'insur', 'money']","['horsttappert', 'uschigla', 'uwefriedrichsen', 'hubertvonmeyerinck', 'herbertfux', 'ingelangen', 'beatehasenau', 'albertlieven', 'ilsepagé', 'hildesessak', 'ralfschermuli', 'marialitto', 'clausholm', 'ingridback', 'franz-ottokrüg']",15
13285,13285,134332,nm0004088,tt0063272,La mantide,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['topless', 'dancer', 'attract', 'seduc', 'murder', 'men', 'sleep', 'twist', 'howev', 'kill', 'garden', 'tool']","['susanstewart', 'stevevinc', 'jamesbrand', 'viclanc', 'patbarrington', 'januwin', 'stuartlancast', 'johncarol', 'johnlasal', 'hintonpop', 'bethelbuckalew', 'lynarmondo', 'nortonhalp', 'judithcran', 'cheryltrepton']",15
14750,14750,148934,nm0002022,tt0067488,Quella notte in casa Coogan,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['woman', 'persecut', 'jesu', 'freak', ""'ve"", 'crucifi', 'preacher', 'husband']","['jeannecrain', 'alexnicol', 'danspel', 'michaelsugich', 'barbarahancock', 'dawncleari', 'garymorgan', 'stewartbradley', 'jamessik', 'corinneconley', 'millerpettit', 'richardsmedley', 'jackdonn', 'ericbol', 'andreadarvi']",15
